submit_time,start_time,waiting_time
2.261998539758424,2.261998539758424,0.0
14.502699837540025,27.94129431803296,13.438594480492934
17.116636222572403,51.088323479486206,33.9716872569138
26.24772579493672,72.86221945841382,46.6144936634771
34.0536954443275,95.40645921785901,61.35276377353151
36.86088899195782,119.77134550173352,82.9104565097757
40.061026823434474,142.8599401767976,102.79891335336313
53.10418810185504,164.5379506405122,111.43376253865716
54.146658068640356,187.09224594194959,132.94558787330922
54.54130244643758,208.62922823984692,154.08792579340934
70.03310410135853,232.8271228130586,162.79401871170006
74.93546692996422,256.1230279262788,181.18756099631457
94.33715205286093,279.3550032432801,185.0178511904192
95.9360110010178,301.0119177158601,205.0759067148423
120.64248496730902,324.8504813965089,204.20799642919985
126.92225593800629,346.68849194605417,219.76623600804788
127.28494814995544,368.37635362703867,241.09140547708324
136.20804727509116,390.50811088640756,254.3000636113164
142.67070673713508,413.43329227526254,270.7625855381275
151.36206429704077,434.48092020113535,283.1188559040946
158.83335917145223,457.09384334642954,298.2604841749773
179.66839397391058,479.03964293558664,299.3712489616761
179.8057548533801,500.38473904688425,320.57898419350414
182.2641536079154,521.4067059810884,339.142552373173
205.80953371457477,545.7447363193758,339.935202604801
218.2809173417068,567.974800473047,349.6938831313402
231.2833235059456,589.6189295109041,358.3356060049585
240.7335892220746,612.2654854114778,371.5318961894032
241.13703931209636,633.8012353237398,392.6641960116434
245.710052478365,654.9685691650636,409.2585166866986
246.10165761277474,675.866178875757,429.76452126298227
265.2604937767536,698.3182457741029,433.0577519973493
276.69434233891,719.6071656997926,442.9128233608826
290.35479936568436,743.1162458713777,452.76144650569336
296.24773698654525,764.7320009525545,468.4842639660092
312.9338162193617,787.1805704887636,474.2467542694019
323.5725918517844,808.6526206787355,485.0800288269511
342.09915269398766,830.3493410404451,488.25018834645743
342.1159965322476,852.9980870540865,510.88209052183885
346.95353615788093,874.1688948925264,527.2153587346454
352.4097331043319,894.7860552128084,542.3763221084764
368.89999494223935,915.9209874923952,547.0209925501558
373.6408343640732,938.4290167148836,564.7881823508103
392.8263351799525,961.1691986377962,568.3428634578437
405.996304408187,982.3543714340456,576.3580670258586
412.3620691530237,1004.224432831598,591.8623636785744
412.8385005351676,1025.273100739313,612.4346002041452
436.12772922261166,1048.7908977325685,612.6631685099569
442.4525653936093,1071.5636974628694,629.1111320692601
455.64779519192814,1093.5314902122743,637.8836950203462
467.02254346052223,1115.48821008761,648.4656666270878
472.6422144371333,1138.305498247934,665.6632838108007
476.31872450538424,1162.5653587635286,686.2466342581444
500.55071466086173,1183.9119349773653,683.3612203165035
501.7363742806655,1204.7788475807436,703.0424733000781
512.2509471514411,1226.4762421901949,714.2252950387538
515.0240482267533,1248.1951290424593,733.171080815706
525.8348299621698,1272.2364097889192,746.4015798267494
526.2276666829666,1295.613779431177,769.3861127482103
541.472003516428,1317.4271875675447,775.9551840511167
543.1402195233883,1338.9224425609834,795.7822230375951
568.9220364314355,1361.3802717979677,792.4582353665322
572.7025260523977,1382.564129954172,809.8616039017742
595.7579402185414,1405.4861365612276,809.7281963426861
606.1998514784465,1426.9332300480135,820.733378569567
607.3734892815237,1447.960005884958,840.5865166034343
610.6781052704421,1469.2602196987398,858.5821144282977
636.721747386078,1491.1977459247835,854.4759985387054
639.6734589500778,1512.2492421921022,872.5757832420244
649.0227605935506,1535.024558668924,886.0017980753735
653.2468631762596,1557.6033626850374,904.3564995087778
655.3035829928895,1579.1124523933656,923.8088694004762
661.8142719319487,1600.5544303711183,938.7401584391696
664.4721232752755,1622.143044596506,957.6709213212304
673.7826160808826,1643.084082012964,969.3014659320814
684.4452464991037,1666.0330890472658,981.587842548162
692.6535339220987,1687.8075047786958,995.1539708565971
702.1293187769079,1711.5239340122469,1009.394615235339
721.3727835805064,1734.7989822681673,1013.4261986876609
727.6231192799723,1757.7369328792818,1030.1138135993094
728.4262865787172,1779.265003805948,1050.838717227231
730.8662372984206,1802.0265120323427,1071.160274733922
737.6207924648792,1823.9476054962404,1086.3268130313613
746.7591064976511,1846.3806325252779,1099.6215260276267
750.0451122014541,1869.798746710611,1119.753634509157
754.5745011492496,1891.5934904869325,1137.0189893376828
754.8437986998448,1913.9944537933595,1159.1506550935146
759.2065773047435,1935.3765243347414,1176.1699470299977
761.4107952748406,1956.5157076175935,1195.1049123427529
763.2791040567769,1978.8397187050111,1215.5606146482342
771.9015290932422,2000.0111914928682,1228.109662399626
795.7998321960523,2023.3504790123231,1227.5506468162707
798.2710086327232,2045.6533449943788,1247.3823363616557
798.5989743728969,2067.539772158457,1268.9407977855599
803.8651053674067,2091.347409134699,1287.4823037672923
823.8305043829912,2112.043524866892,1288.2130204839007
827.2565819325531,2133.798313504053,1306.5417315715
829.083998436844,2154.572732811762,1325.4887343749178
832.1746885631986,2175.60268939097,1343.4280008277715
840.0194115554247,2198.7055455501804,1358.686133994756
